duration,serializeType,applicationCpuLoad,swapUseMemory,concurrentlyMonitoringCount,systemCpuLoad,systemUseMemory,rowsCount,applicationUseMemory,columnsCount,freeMemory
503,1,0.11487758945386063,0,1,0.13054062744017272,9573511168,600,3698851840,15,3362623488
324,1,0.09629888268156424,0,1,0.10747206703910615,9573597184,700,3698851840,15,3362537472
516,1,0.03402777777777778,0,1,0.05782828282828283,9573642240,800,3698851840,15,3362492416
420,1,0.0433244421499455,0,1,0.05858286009292721,9573642240,900,3698851840,15,3362492416
561,1,0.06919871794871794,0,1,0.08873168498168499,9574023168,1000,3698851840,15,3362111488
1036,1,0.04078427482682801,0,1,0.11308687852538397,9574850560,1100,3698851840,15,3361284096
437,1,0.06068263385336556,0,1,0.07331721965868308,9574412288,1200,3698851840,15,3361722368
528,1,0.046524599542334094,0,1,0.05380434782608695,9574522880,1300,3698851840,15,3361611776
587,1,0.020374841899505575,0,1,0.027461029254751225,9574305792,1400,3698851840,15,3361828864
645,1,0.03450767841011743,0,1,0.06482384823848239,9573859328,1500,3698851840,15,3362275328
500,1,0.08354700854700854,0,1,0.09854700854700854,9574297600,1600,3698851840,15,3361837056
420,1,0.04353911670984842,0,1,0.06732853867000209,9574350848,1700,3698851840,15,3361783808
499,1,0.028426022176022175,0,1,0.03277027027027027,9574572032,1800,3698851840,15,3361562624
593,1,0.043738870237921466,0,1,0.04740573152337858,9574637568,1900,3698851840,15,3361497088
852,1,0.023013575409175036,0,1,0.0423427661576319,9574965248,2000,3698851840,15,3361169408
707,1,0.059413919413919415,0,1,0.07714285714285715,9574797312,2100,3698851840,15,3361337344
620,1,0.027439024390243906,0,1,0.051219512195121955,9574854656,2200,3698851840,15,3361280000
502,1,0.02882829216331424,0,1,0.05426266741268189,9574838272,2300,3698851840,15,3361296384
492,1,0.026442516465223997,0,1,0.054848258873644265,9575002112,2400,3698851840,15,3361132544
752,1,0.04800538864187378,0,1,0.06873013527290173,9575067648,2500,3698851840,15,3361067008
1555,1,0.0218820701357466,0,1,0.03539984395884683,9575309312,2600,3698851840,15,3360825344
1032,1,0.009485094850948509,0,1,0.02860393896979263,9574690816,2700,3698851840,15,3361443840
916,1,0.021087702543387467,0,1,0.023668679775875723,9574608896,2800,3698851840,15,3361525760
1008,1,0.025567159694268198,0,1,0.04272306268687623,9575137280,2900,3698851840,15,3360997376
923,1,0.016988092037734007,0,1,0.047728198695208134,9575354368,3000,3698851840,15,3360780288
1001,1,0.011441952010760984,0,1,0.03014954602100766,9575383040,3100,3698851840,15,3360751616
652,1,0.02538910024434753,0,1,0.048577587354062236,9575022592,3200,3698851840,15,3361112064
704,1,0.03532820512820513,0,1,0.06313192173679978,9574871040,3300,3698851840,15,3361263616
1126,1,0.014288818526106662,0,1,0.032854221125364055,9575436288,3400,3698851840,15,3360698368
803,1,0.02095912677308026,0,1,0.04154565687464156,9575362560,3500,3698851840,15,3360772096
898,1,0.018081557603418705,0,1,0.03296189569464229,9575358464,3600,3698851840,15,3360776192
857,1,0.033521950686129794,0,1,0.04359657755180143,9575616512,3700,3698851840,15,3360518144
1031,1,0.03722689005082391,0,1,0.0530019559092046,9578737664,3800,3698851840,15,3357396992
1029,1,0.02094017094017094,0,1,0.03405600722673893,9578610688,3900,3698851840,15,3357523968
814,1,0.02836762235258476,0,1,0.063156467287221,9579139072,4000,3698851840,15,3356995584
1222,1,0.030587712522648504,0,1,0.05431932878230685,9578995712,4100,3698851840,15,3357138944
828,1,0.019714589889125094,0,1,0.035439629446938986,9579094016,4200,3698851840,15,3357040640
902,1,0.02370975321019023,0,1,0.04256363832866242,9579724800,4300,3698851840,15,3356409856
850,1,0.0214297306069458,0,1,0.02852622061482821,9579409408,4400,3698851840,15,3356725248
1205,1,0.017054071348584228,0,1,0.029576682364967948,9579786240,4500,3698851840,15,3356348416
916,1,0.01987090947726307,0,1,0.03199824021301479,9579896832,4600,3698851840,15,3356237824
3699,1,0.006685782738424331,0,1,0.019296144401333464,9579745280,4700,3698851840,15,3356389376
1156,1,0.02228276371963731,0,1,0.061374433152647935,9580113920,4800,3698851840,15,3356020736
1039,1,0.01993448501932065,0,1,0.039151475365685334,9580335104,4900,3698851840,15,3355799552
1076,1,0.022884441664929468,0,1,0.04626601943675115,9580232704,5000,3698851840,15,3355901952
1002,1,0.02241466950585648,0,1,0.03793738855139481,9580179456,5100,3698851840,15,3355955200
814,1,0.023397159146999153,0,1,0.043791758385017296,9580400640,5200,3698851840,15,3355734016
1056,1,0.020737317118965034,0,1,0.037471152079091144,9580613632,5300,3698851840,15,3355521024
1305,1,0.02677391860217345,0,1,0.03476236451879989,9580453888,5400,3698851840,15,3355680768
1014,1,0.01763324546253371,0,1,0.033123375540916294,9580711936,5500,3698851840,15,3355422720
1054,1,0.020176485194375017,0,1,0.04212368908890637,9580519424,5600,3698851840,15,3355615232
1335,1,0.033127165627165625,0,1,0.04524914220036171,9580298240,5700,3698851840,15,3355836416
1030,1,0.032320501787707526,0,1,0.04003564291916241,9580605440,5800,3698851840,15,3355529216
1481,1,0.016270981952971133,0,1,0.032846107137976505,9580711936,5900,3698851840,15,3355422720
1103,1,0.020375451344642616,0,1,0.033996563746242825,9580466176,6000,3698851840,15,3355668480
1118,1,0.026369388566529577,0,1,0.05310908307758574,9580347392,6100,3698851840,15,3355787264
1150,1,0.025172062496416337,0,1,0.05167403788745464,9580572672,6200,3698851840,15,3355561984
1103,1,0.02373307123603489,0,1,0.045410141308145746,9581080576,6300,3698851840,15,3355054080
1120,1,0.018784543557545247,0,1,0.023888896638465957,9581035520,6400,3698851840,15,3355099136
1257,1,0.0178804150111946,0,1,0.03590555411967951,9580912640,6500,3698851840,15,3355222016
1542,1,0.024391393297343533,0,1,0.11624266269256563,9611407360,6600,3698851840,15,3324727296
1128,1,0.027083388550523158,0,1,0.03901806574655925,9611460608,6700,3698851840,15,3324674048
1276,1,0.018847653635843623,0,1,0.03644203464485878,9611612160,6800,3698851840,15,3324522496
1705,1,0.01641366131610034,0,1,0.029626513883004836,9612038144,6900,3698851840,15,3324096512
1115,1,0.02081584146190888,0,1,0.054734364475389416,9611833344,7000,3698851840,15,3324301312
1552,1,0.017616011081480473,0,1,0.03534940373939223,9581047808,7100,3698851840,15,3355086848
1211,1,0.026926278328717357,0,1,0.03677990708478514,9581137920,7200,3698851840,15,3354996736
1321,1,0.017256815222628896,0,1,0.03392952648000629,9581113344,7300,3698851840,15,3355021312
1154,1,0.020104001218424317,0,1,0.0327490963631931,9581240320,7400,3698851840,15,3354894336
1436,1,0.01638770348515977,0,1,0.03290311883309937,9581219840,7500,3698851840,15,3354914816
1433,1,0.015746450647021,0,1,0.032430892675561054,9581469696,7600,3698851840,15,3354664960
1375,1,0.01876604621309371,0,1,0.04134432195247343,9581117440,7700,3698851840,15,3355017216
